SYMBOL, SERIES, DATE1,PREVCL, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
RPGLIFE, EQ, 30-Jun-2020,264.5,266.05,272.35,263.95,266.4,265.75,268.07,47902,128.41,2417,18084,37.75
RPOWER, EQ, 30-Jun-2020,4.05,4.25,4.25,4.25,4.25,4.25,4.25,4183513,177.8,1027,4183513,100
RPPINFRA, EQ, 30-Jun-2020,65.55,66.6,68.9,65.5,66,66.05,65.97,19360,12.77,177,15390,79.49
RPPL, SM, 30-Jun-2020,65,65,65,65,65,65,65,1000,0.65,1,1000,100
RSSOFTWARE, EQ, 30-Jun-2020,18.25,19.1,19.15,18.05,19.15,19.15,18.93,35866,6.79,223,30392,84.74
RSWM, EQ, 30-Jun-2020,82.45,84.35,84.4,79.45,80.5,79.95,81.72,11969,9.78,273,8781,73.36
RSYSTEMS, EQ, 30-Jun-2020,95.9,97.7,97.75,95.9,95.9,95.9,96.15,3657,3.52,69,2911,79.6
RTNINFRA, BE, 30-Jun-2020,3.6,3.75,3.75,3.75,3.75,3.75,3.75,155585,5.83,76, -, -
RTNPOWER, EQ, 30-Jun-2020,2.4,2.5,2.5,2.5,2.5,2.5,2.5,124780,3.12,99,124780,100
RUBYMILLS, EQ, 30-Jun-2020,159.4,165.95,165.95,156.05,160.05,159.75,160.5,375,0.6,69,187,49.87
RUCHI, EQ, 30-Jun-2020,1443.7,1371.55,1371.55,1371.55,1371.55,1371.55,1371.55,13129,180.07,2118,13129,100
RUCHINFRA, BE, 30-Jun-2020,22.4,23.5,23.5,23.5,23.5,23.5,23.5,126983,29.84,369, -, -
RUCHIRA, EQ, 30-Jun-2020,62.95,59.85,59.85,59.85,59.85,59.85,59.85,10500,6.28,152,10500,100
RUPA, EQ, 30-Jun-2020,175.1,175,178,165,165.5,165.3,168.71,110029,185.63,3208,70200,63.8
RUSHIL, EQ, 30-Jun-2020,119.9,121,123.8,114,115.95,115.6,116.44,20959,24.41,397,16433,78.41
RVNL, EQ, 30-Jun-2020,19.05,19.15,19.55,18.8,18.85,18.85,19.09,3224551,615.49,7298,1365685,42.35
S&SPOWER, BE, 30-Jun-2020,16.5,16.1,16.2,15.75,15.75,15.75,16.05,1730,0.28,15, -, -
SADBHAV, EQ, 30-Jun-2020,46.05,46,46.95,45,45.25,45.25,45.96,137623,63.25,970,96546,70.15
SADBHIN, EQ, 30-Jun-2020,16.05,16.4,16.4,15.7,15.85,15.8,15.91,54597,8.68,342,45081,82.57
SAFARI, EQ, 30-Jun-2020,372.05,372.2,376,364,368.3,366,368.3,4902,18.05,400,3152,64.3
SAGARDEEP, EQ, 30-Jun-2020,109.65,111.45,111.45,108,111.3,111,110.29,47804,52.72,532,36869,77.13
SAGCEM, EQ, 30-Jun-2020,345.95,346,350,331.55,332.05,334.45,341.04,15404,52.53,594,12198,79.19
SAIL, EQ, 30-Jun-2020,29.55,30,31.45,29.9,30.5,30.4,30.86,48613724,15000.38,97524,10929528,22.48
SAKAR, EQ, 30-Jun-2020,63.6,71.8,76.3,71.25,76.3,76.3,75.97,212279,161.26,1328,116371,54.82
SAKHTISUG, BE, 30-Jun-2020,10,10.3,10.3,9.5,9.8,9.7,9.72,42282,4.11,117, -, -
SAKSOFT, EQ, 30-Jun-2020,198,201.8,202.7,186.1,188.9,187.75,191.63,19277,36.94,887,10787,55.96
SAKUMA, BE, 30-Jun-2020,7.8,8,8.05,7.45,7.45,7.45,7.69,377382,29.03,950, -, -
SALASAR, BE, 30-Jun-2020,152.05,158,159.65,152.1,159.65,158.2,155.99,65856,102.73,323, -, -
SALONA, EQ, 30-Jun-2020,58.3,55.85,60.25,55.85,60.25,59.5,58.29,604,0.35,9,401,66.39
SALSTEEL, BE, 30-Jun-2020,3.75,3.9,3.9,3.8,3.9,3.9,3.9,126899,4.94,147, -, -
SALZERELEC, EQ, 30-Jun-2020,86.25,87.55,88.95,86,86.4,86.25,87.66,16528,14.49,700,8740,52.88
SAMBHAAV, EQ, 30-Jun-2020,2.5,2.6,2.6,2.5,2.6,2.6,2.58,70756,1.83,81,61544,86.98
SANCO, EQ, 30-Jun-2020,10.25,10.6,10.6,9.75,10.2,10.15,10.07,16830,1.7,163,12915,76.74
SANDESH, EQ, 30-Jun-2020,496.35,508.75,510,485.1,486,487.3,492.56,262,1.29,58,178,67.94
SANDHAR, EQ, 30-Jun-2020,196.45,194,198.9,186.75,193,195.55,193.19,8055,15.56,609,4820,59.84
SANGAMIND, EQ, 30-Jun-2020,51.25,51.25,51.25,47.15,48.25,48.45,49.35,16093,7.94,321,8063,50.1
SANGHIIND, EQ, 30-Jun-2020,25.6,25.75,26.3,24.6,25.1,25,25.48,774067,197.27,2420,396229,51.19
SANGHVIFOR, EQ, 30-Jun-2020,16,15.3,16.5,15.3,15.4,15.4,16.3,2937,0.48,56,2632,89.62
SANGHVIMOV, EQ, 30-Jun-2020,60.4,61.75,61.9,58.05,58.3,58.65,59.62,18050,10.76,430,14590,80.83
SANGINITA, EQ, 30-Jun-2020,103.2,104.2,109,95,99,98.05,102.12,38943,39.77,597,24266,62.31
SANOFI, EQ, 30-Jun-2020,7916.75,7999,7999,7832.25,7860,7877.25,7877.81,21859,1722.01,3614,12818,58.64
SANWARIA, BE, 30-Jun-2020,3.65,3.8,3.8,3.8,3.8,3.8,3.8,1416536,53.83,756, -, -
SARDAEN, EQ, 30-Jun-2020,166,168.95,171.8,164,165.3,165.25,168.04,26584,44.67,1177,13377,50.32
SAREGAMA, EQ, 30-Jun-2020,426.75,429,434,425.85,426.5,426.8,429.43,6908,29.67,243,5745,83.16
SARLAPOLY, EQ, 30-Jun-2020,19,19.15,19.35,18.1,18.35,18.15,18.56,23378,4.34,166,18242,78.03
SARVESHWAR, SM, 30-Jun-2020,13.45,12.8,12.8,12.8,12.8,12.8,12.8,3200,0.41,2,3200,100
SASKEN, EQ, 30-Jun-2020,490.7,494.75,496.05,475.75,481,481,487.12,30021,146.24,2087,13009,43.33
SASTASUNDR, EQ, 30-Jun-2020,83.2,86.95,86.95,79,83.8,83.8,81.03,1776,1.44,130,1112,62.61
SATHAISPAT, BE, 30-Jun-2020,2.2,2.2,2.3,2.2,2.3,2.2,2.21,2325,0.05,12, -, -
SATIA, EQ, 30-Jun-2020,71.55,74.45,81,71.7,73.85,73.3,76.52,14536,11.12,510,5342,36.75
SATIN, EQ, 30-Jun-2020,83.75,80.15,85.05,80.15,82.05,82.6,82.31,76526,62.99,1325,46036,60.16
SBICARD, EQ, 30-Jun-2020,636.55,640,647.95,627.4,629,630.25,635.38,1499626,9528.37,82353,844555,56.32
SBIETFQLTY, EQ, 30-Jun-2020,93.41,94.99,94.99,93,94,93.98,93.9,1010,0.95,52,868,85.94
SBILIFE, EQ, 30-Jun-2020,786.8,789,811,789,808,806.45,799.52,2052551,16410.55,57732,1108946,54.03
SBIN, EQ, 30-Jun-2020,179.25,181.1,182.9,177.25,179.05,178.45,179.88,43616291,78457.67,211383,8345103,19.13
SBIN, N2, 30-Jun-2020,11162,11152,11180,11000.05,11061,11066.69,11083.7,505,55.97,71,403,79.8
SBIN, N5, 30-Jun-2020,11371.86,11370,11379,11232.8,11240,11248.43,11301.73,1635,184.78,308,1448,88.56
SBIN, N6, 30-Jun-2020,11150,11150,11180,11150,11180,11179.95,11164.98,20,2.23,6,20,100
SCAPDVR, BE, 30-Jun-2020,1.1,1.15,1.15,1.15,1.15,1.15,1.15,52722,0.61,31, -, -
SCHAEFFLER, EQ, 30-Jun-2020,3551.6,3551.6,3600,3498.9,3580,3567.2,3533.95,7583,267.98,3423,4657,61.41
SCHAND, BE, 30-Jun-2020,43.3,43.1,44.35,43,43.15,43.25,43.3,12548,5.43,117, -, -
SCHNEIDER, EQ, 30-Jun-2020,82.75,83,83.85,80.35,80.5,80.7,81.93,269935,221.17,2550,71912,26.64
SCI, EQ, 30-Jun-2020,58.3,58.7,58.95,56.6,57,57.1,57.64,2259097,1302.14,9008,899335,39.81
SDBL, EQ, 30-Jun-2020,79.4,75.45,75.45,75.45,75.45,75.45,75.45,12596,9.5,83,12571,99.8
SEAMECLTD, EQ, 30-Jun-2020,370.85,371,372.3,361.95,367.95,369.55,369.57,29157,107.75,1324,8298,28.46
SELAN, EQ, 30-Jun-2020,102.8,105.9,105.9,101,101,101.3,103.07,12422,12.8,459,6687,53.83
SELMCL, BZ, 30-Jun-2020,0.8,0.85,0.85,0.85,0.85,0.85,0.85,15392,0.13,28, -, -
SEPOWER, BE, 30-Jun-2020,3.05,3.2,3.2,2.9,3,3.05,3.05,66847,2.04,94, -, -
SEQUENT, EQ, 30-Jun-2020,91.6,92.4,92.85,90.3,91.7,91.65,91.37,1460047,1334.05,4104,1041324,71.32
SERVOTECH, SM, 30-Jun-2020,15.75,15,15,15,15,15,15,4000,0.6,1,4000,100
SESHAPAPER, EQ, 30-Jun-2020,165.45,167.7,169.5,156,158,158.1,162.67,165738,269.61,2819,94094,56.77
SETCO, EQ, 30-Jun-2020,10.85,11,11.15,10.5,10.7,10.6,10.79,45936,4.95,230,32659,71.1
SETF10GILT, EQ, 30-Jun-2020,198,197,199.5,197,199.5,199.5,197.12,41,0.08,4,39,95.12
SETFGOLD, EQ, 30-Jun-2020,4342.7,4342,4359.65,4340.2,4356.9,4355.8,4352.96,11693,508.99,2229,8319,71.15
SETFNIF50, EQ, 30-Jun-2020,106.29,107.8,112.7,105.75,106.1,106.01,106.39,125513,133.53,811,84661,67.45
SETFNIFBK, EQ, 30-Jun-2020,213.04,217,217,211.7,214,213.43,214.09,35360,75.7,688,16567,46.85
SETFNN50, EQ, 30-Jun-2020,264.14,265.31,268,262.1,266.93,266.89,265.77,8147,21.65,283,6157,75.57
SETUINFRA, BE, 30-Jun-2020,1.2,1.2,1.25,1.15,1.25,1.25,1.24,222371,2.77,114, -, -
SEYAIND, EQ, 30-Jun-2020,115.95,121.7,121.7,110.2,110.2,110.2,118.95,255933,304.43,1063,177002,69.16
SEZAL, BZ, 30-Jun-2020,1.8,1.85,1.85,1.85,1.85,1.85,1.85,529,0.01,2, -, -
SFL, EQ, 30-Jun-2020,1449.65,1479,1479,1434,1450,1450.1,1449.88,12333,178.81,1213,11047,89.57
SGBAPR28I, GB, 30-Jun-2020,4728.56,4720.1,4769,4720.1,4740,4754.9,4745.41,112,5.31,23,112,100
SGBAUG24, GB, 30-Jun-2020,4864.13,4845,4900,4845,4863,4884.2,4893.09,321,15.71,31,311,96.88
SGBAUG27, GB, 30-Jun-2020,4741,4742,4782.6,4742,4781,4778.8,4776.99,14,0.67,5,14,100
SGBDC27VII, GB, 30-Jun-2020,4780,4701.01,4800,4701.01,4800,4800,4734.01,3,0.14,2,3,100
SGBDEC25, GB, 30-Jun-2020,4759,4759,4759,4759,4759,4759,4759,1,0.05,1,1,100
SGBDEC2513, GB, 30-Jun-2020,4849.99,4730,4730,4721,4721,4721,4727,15,0.71,4,15,100
SGBFEB24, GB, 30-Jun-2020,4860,4840,4870,4840,4870,4868.26,4862.9,48,2.33,12,48,100
SGBFEB27, GB, 30-Jun-2020,4783.9,4701,4778,4701,4716,4718.95,4748.34,96,4.56,10,61,63.54
SGBFEB28IX, GB, 30-Jun-2020,4800,4750,4770,4750,4769.99,4769.99,4761.25,16,0.76,5,16,100
SGBJ28VIII, GB, 30-Jun-2020,4775,4775,4775,4752,4752,4752,4759.67,3,0.14,2,3,100
SGBJAN27, GB, 30-Jun-2020,4759.99,4701,4777,4701,4745,4745,4762.38,61,2.91,4,61,100
SGBJUL25, GB, 30-Jun-2020,4799,4680,4850,4680,4824.5,4824.5,4818.23,11,0.53,6,10,90.91
SGBJUL27, GB, 30-Jun-2020,4760,4760,4775,4750,4775,4775,4766.05,105,5,10,105,100
SGBJUN27, GB, 30-Jun-2020,4710.21,4760,4780,4760,4780,4780,4773.96,24,1.15,10,24,100
SGBJUN28, GB, 30-Jun-2020,4720.52,4720,4743,4682,4720.01,4723.7,4721.54,579,27.34,110,494,85.32
SGBMAR24, GB, 30-Jun-2020,4810,4831,4888,4831,4860,4857.29,4849.96,79,3.83,11,79,100
SGBMAR25, GB, 30-Jun-2020,4850,4755.01,4800,4755.01,4799.99,4798.24,4781.33,201,9.61,17,191,95.02
SGBMAR28X, GB, 30-Jun-2020,4729.44,4718,4744,4718,4731,4733.47,4731.44,266,12.59,17,266,100
SGBMAY25, GB, 30-Jun-2020,4770,4800,4891,4751.05,4805,4807.95,4812.1,308,14.82,44,229,74.35
SGBMAY26, GB, 30-Jun-2020,4764.9,4750,4750,4750,4750,4750,4750,4,0.19,3,3,75
SGBMAY28, GB, 30-Jun-2020,4736.77,4749,4749,4709.1,4744.5,4739.36,4733.18,328,15.52,41,275,83.84
SGBNOV23, GB, 30-Jun-2020,4848.17,4861,4879.99,4861,4870,4874.75,4863.12,268,13.03,17,268,100
SGBNOV24, GB, 30-Jun-2020,4827.5,4832,4841.5,4815.1,4815.1,4835.37,4834.53,147,7.11,25,144,97.96
SGBOCT25IV, GB, 30-Jun-2020,4715,4715,4730,4715,4730,4730,4729.3,43,2.03,3,43,100
SGBOCT27, GB, 30-Jun-2020,4710,4700,4795,4700,4750,4750,4721.07,47,2.22,8,37,78.72
SGBOCT27VI, GB, 30-Jun-2020,4750,4725,4750,4716.01,4750,4750,4725.92,100,4.73,13,90,90
SGBSEP24, GB, 30-Jun-2020,4850,4833,4850,4833,4850,4850,4844.8,81,3.92,18,67,82.72
SGBSEP27, GB, 30-Jun-2020,4774.99,4773.99,4775,4764,4775,4775,4769.47,51,2.43,10,51,100
SGL, EQ, 30-Jun-2020,9.45,9.45,9.5,9,9.1,9.2,9.21,15980,1.47,112,10015,62.67
SHAHALLOYS, BE, 30-Jun-2020,8.55,8.65,8.65,8.55,8.55,8.55,8.57,1568,0.13,9, -, -
SHAKTIPUMP, BE, 30-Jun-2020,173.05,170,171.3,164.4,164.5,165.2,166.03,44593,74.04,794, -, -
SHALBY, EQ, 30-Jun-2020,70.45,71.8,72.6,68.55,69.05,69,69.75,266745,186.05,1271,212874,79.8
SHALPAINTS, EQ, 30-Jun-2020,65.15,66.9,67.85,62.55,63,63.15,64.26,95115,61.13,1260,55416,58.26
SHANKARA, EQ, 30-Jun-2020,369.05,371.85,373.7,355,356,356.2,362.74,94691,343.49,5096,35172,37.14
SHANTIGEAR, EQ, 30-Jun-2020,88.3,89.15,89.55,87.7,87.8,87.95,88.83,28202,25.05,484,20296,71.97
SHARDACROP, EQ, 30-Jun-2020,250.85,263.35,263.35,263.35,263.35,263.35,263.35,7960,20.96,143,7960,100
SHARDAMOTR, EQ, 30-Jun-2020,784.2,785,941,768.6,852,909.1,877.61,40042,351.41,3763,15012,37.49
SHARIABEES, EQ, 30-Jun-2020,242.5,253.99,253.99,247.1,253.5,252.66,251.84,102,0.26,9,80,78.43
SHEMAROO, EQ, 30-Jun-2020,64.85,65.95,65.95,63,63,63.15,64.12,61854,39.66,767,50173,81.12
SHIL, EQ, 30-Jun-2020,80.5,82.85,82.85,77.9,77.9,78.1,78.7,26183,20.61,336,20754,79.27
SHILPAMED, EQ, 30-Jun-2020,472.6,486.75,498,472.15,482.5,475.4,487.59,103795,506.1,6131,37260,35.9
SHIRPUR-G, EQ, 30-Jun-2020,7.95,8.3,8.3,8.3,8.3,8.3,8.3,19725,1.64,27,19725,100
SHIVAMAUTO, BE, 30-Jun-2020,17.5,17.65,17.85,16.7,16.95,16.8,17.1,104405,17.85,436, -, -
SHIVAMILLS, EQ, 30-Jun-2020,26.55,26,27.45,24.5,24.65,24.65,25.25,9385,2.37,100,6582,70.13
SHIVATEX, EQ, 30-Jun-2020,90.5,87.35,90.35,86,86.05,86.75,86.88,4710,4.09,185,2681,56.92
SHK, EQ, 30-Jun-2020,64.5,65.1,66.5,62.8,63.25,63.3,64.96,913828,593.64,4609,368460,40.32
SHOPERSTOP, EQ, 30-Jun-2020,174.5,177,181.9,167.5,169.05,168.7,170.56,206607,352.39,5623,135760,65.71
SHREDIGCEM, EQ, 30-Jun-2020,56.95,57.2,58.9,53,53.85,54.05,55.25,2894186,1598.92,11411,1011034,34.93
SHREECEM, EQ, 30-Jun-2020,22341.95,22353.85,23330,22341.95,23040,23051.05,22991.16,102429,23549.62,27662,16501,16.11
SHREEPUSHK, EQ, 30-Jun-2020,95,94.95,95,88,88.8,89.1,90.89,31012,28.19,990,21086,67.99
SHREERAMA, EQ, 30-Jun-2020,5.5,5.7,5.7,5.25,5.25,5.25,5.32,38050,2.02,73,25622,67.34
SHRENIK, EQ, 30-Jun-2020,38.35,40.25,40.25,36.45,40.25,40.25,39.47,346782,136.86,305,321778,92.79
SHREYANIND, EQ, 30-Jun-2020,92.05,89.15,89.45,80.55,81.4,81.65,82.91,163324,135.41,2745,84655,51.83
SHREYAS, EQ, 30-Jun-2020,60.95,63,63,58.5,60.4,60.4,60.68,11638,7.06,159,7897,67.86
SHRIPISTON, BE, 30-Jun-2020,587.4,570.05,598,570.05,594,594,577.63,271,1.57,22, -, -
SHRIRAMCIT, EQ, 30-Jun-2020,679.3,682.7,689,667,667,671.4,678.01,37643,255.22,2116,14334,38.08
SHRIRAMEPC, EQ, 30-Jun-2020,5.25,5,5,5,5,5,5,51893,2.59,127,51893,100
SHUBHLAXMI, SM, 30-Jun-2020,22.9,21.8,21.8,21.8,21.8,21.8,21.8,1000,0.22,1,1000,100
SHYAMCENT, BE, 30-Jun-2020,3.75,3.9,3.9,3.9,3.9,3.9,3.9,9326,0.36,20, -, -
SICAGEN, EQ, 30-Jun-2020,14.15,14.2,14.55,13.65,13.8,13.9,14.08,18671,2.63,56,15418,82.58
SICAL, EQ, 30-Jun-2020,11.65,11.65,11.75,11.1,11.25,11.15,11.34,541692,61.43,1007,386539,71.36
SIEMENS, EQ, 30-Jun-2020,1099.2,1103.75,1127,1093,1097,1096.65,1112.51,550155,6120.52,27910,145112,26.38
SIGIND, EQ, 30-Jun-2020,22.8,22.8,23.65,22.2,22.55,22.75,23.16,26211,6.07,175,16315,62.24
SIL, BE, 30-Jun-2020,11,11,11,10.5,10.6,10.6,10.89,12922,1.41,17, -, -
SILINV, EQ, 30-Jun-2020,142.7,143.25,149.5,140,140,141.1,145.01,3719,5.39,120,2208,59.37
SIMBHALS, BE, 30-Jun-2020,7.4,7.3,7.3,7.05,7.05,7.05,7.05,31411,2.22,40, -, -
SIMPLEXINF, EQ, 30-Jun-2020,28.15,28.55,28.55,27.6,28,28,28.05,156853,44,754,127349,81.19
SINTEX, BE, 30-Jun-2020,2.6,2.7,2.7,2.7,2.7,2.7,2.7,161438,4.36,173, -, -
SIRCA, EQ, 30-Jun-2020,226.9,220,221,188.95,207,204.6,205.6,110843,227.89,3788,60935,54.97
SIS, EQ, 30-Jun-2020,381.7,389.95,389.95,378.05,383,380.3,384.35,9557,36.73,859,4959,51.89
SITINET, BE, 30-Jun-2020,2,2.1,2.1,2.05,2.1,2.1,2.1,310735,6.53,191, -, -
SIYSIL, EQ, 30-Jun-2020,137.5,137.65,139.6,134,135,135.1,136.45,91209,124.45,2156,49300,54.05
SJVN, EQ, 30-Jun-2020,22.25,22.5,22.5,21.1,21.9,21.8,21.82,3531957,770.53,7669,1833057,51.9
SKFINDIA, EQ, 30-Jun-2020,1665.1,1679,1679,1652.65,1664.1,1669.15,1668.99,46609,777.9,2973,7353,15.78
SKIL, BE, 30-Jun-2020,4.45,4.25,4.25,4.25,4.25,4.25,4.25,17618,0.75,23, -, -
SKIPPER, EQ, 30-Jun-2020,41.2,41.6,42.15,38.5,38.8,38.7,39.82,163756,65.21,2029,112610,68.77
SKMEGGPROD, EQ, 30-Jun-2020,32.55,32.95,34.05,31.2,31.5,31.6,32.24,43927,14.16,469,27542,62.7
SKSTEXTILE, SM, 30-Jun-2020,23.8,23.8,23.8,23.8,23.8,23.8,23.8,2000,0.48,1,2000,100
SMARTLINK, EQ, 30-Jun-2020,69.5,70.5,72.4,69.65,70,69.7,70.98,2830,2.01,100,2274,80.35
SMLISUZU, EQ, 30-Jun-2020,382,388.2,397,385,385.1,385.5,390.73,43092,168.37,2164,18630,43.23
SMSLIFE, EQ, 30-Jun-2020,304.9,316.8,316.8,297.9,299,298.95,302.38,6268,18.95,225,4847,77.33
SMSPHARMA, EQ, 30-Jun-2020,65.25,66.7,66.7,61.25,62.5,62.25,63.55,197116,125.26,2375,110996,56.31
SNOWMAN, EQ, 30-Jun-2020,29.75,30.05,30.75,29.2,29.4,29.4,30,749335,224.76,3185,122901,16.4
SOBHA, EQ, 30-Jun-2020,217.55,226.9,236.9,222.25,227.2,226.9,229.02,635620,1455.71,16229,206748,32.53
SOLARA, EQ, 30-Jun-2020,660.35,662.35,680,645,665,662.7,663.96,116947,776.48,6390,33176,28.37
SOLARINDS, EQ, 30-Jun-2020,1046.05,1074.5,1080,969,975,1020.2,1022.78,104948,1073.38,5207,73769,70.29
SOMANYCERA, EQ, 30-Jun-2020,119.1,121.9,124,117.1,119,118.3,120.82,104437,126.18,4496,58213,55.74
SOMICONVEY, EQ, 30-Jun-2020,16.15,15.8,16.3,15.8,16.3,16.3,16.22,351,0.06,7,351,100
SONATSOFTW, EQ, 30-Jun-2020,233.3,234.35,248.7,232,238.1,238.6,242.69,2087768,5066.84,30856,383724,18.38
SONISOYA, SM, 30-Jun-2020,14.8,15.5,15.5,15.5,15.5,15.5,15.5,12000,1.86,2,12000,100
SORILINFRA, EQ, 30-Jun-2020,74.3,78,78,70.75,72.9,72.15,75.27,140822,106,1819,90620,64.35
SOTL, EQ, 30-Jun-2020,668.95,670.95,683,669,675,672.8,673.19,365,2.46,134,281,76.99
SOUTHBANK, EQ, 30-Jun-2020,8.45,8.05,8.2,8.05,8.05,8.05,8.06,8339494,672,10735,5329925,63.91
SOUTHWEST, BE, 30-Jun-2020,21.6,21.65,21.65,20.55,20.55,20.8,20.56,17307,3.56,18, -, -
SPAL, EQ, 30-Jun-2020,78.6,79.05,82.5,77,80.65,78.8,80.47,29924,24.08,583,18910,63.19
SPANDANA, EQ, 30-Jun-2020,553,557,557,544.45,548.75,545.15,548.16,15074,82.63,1300,10139,67.26
SPARC, EQ, 30-Jun-2020,166.4,167.4,167.85,161.2,162.8,162.4,163.84,550918,902.63,8998,186125,33.78
SPECIALITY, EQ, 30-Jun-2020,32.15,32.55,33,31.25,31.9,31.65,31.98,21076,6.74,263,18358,87.1
SPENCERS, EQ, 30-Jun-2020,87.45,87.9,89.4,86.55,86.6,87.15,87.84,4658363,4091.92,20258,332273,7.13
SPENTEX, BE, 30-Jun-2020,0.95,1,1,1,1,1,1,155824,1.56,67, -, -
SPIC, EQ, 30-Jun-2020,20.65,20.35,21.3,20.35,20.55,20.45,20.78,90115,18.72,504,45742,50.76
SPICEJET, EQ, 30-Jun-2020,51.45,51.9,52.5,50.1,50.15,50.25,51.02,2696136,1375.56,11212,1175923,43.62
SPLIL, EQ, 30-Jun-2020,27.65,29.3,33.15,28.5,33.15,33.15,32.17,251337,80.85,1232,143720,57.18
SPMLINFRA, EQ, 30-Jun-2020,10.7,10.2,10.2,10.2,10.2,10.2,10.2,7636,0.78,77,7636,100
SPTL, BE, 30-Jun-2020,2.9,3,3,3,3,3,3,185018,5.55,153, -, -
SREEL, EQ, 30-Jun-2020,124.6,122.6,128,122.6,125.75,124.95,125.63,3130,3.93,205,2020,64.54
SREIBNPNCD, NJ, 30-Jun-2020,830,835,835,835,835,835,835,12,0.1,1,12,100
SREIBNPNCD, NO, 30-Jun-2020,800,800,800,800,800,800,800,77,0.62,5,77,100
SREIBNPNCD, NP, 30-Jun-2020,749.95,625.1,770,625.1,770,770,751.89,80,0.6,3,80,100
SREIBNPNCD, Y3, 30-Jun-2020,940.2,801,1099,801,1099,1099,850.67,6,0.05,2,6,100
SREIBNPNCD, Y6, 30-Jun-2020,1050,1050,1050,1050,1050,1050,1050,1,0.01,1,1,100
SREINFRA, EQ, 30-Jun-2020,9.05,9.5,9.5,9.5,9.5,9.5,9.5,735025,69.83,566,596385,81.14
SRF, EQ, 30-Jun-2020,3603.5,3610,3652,3575.1,3607,3605.7,3614.11,87548,3164.08,6665,28323,32.35
SRHHYPOLTD, EQ, 30-Jun-2020,119.2,115,124,112.3,121,118.95,118.69,12633,14.99,288,10477,82.93
SRIPIPES, EQ, 30-Jun-2020,178.65,180,181.05,175.55,178.9,177.1,177.83,34733,61.76,1375,21740,62.59
SRTRANSFIN, EQ, 30-Jun-2020,690.6,704.2,708.45,684.55,691,689.6,692.19,2851856,19740.22,62795,850688,29.83
SRTRANSFIN, Y3, 30-Jun-2020,1044,1031.01,1040,1028.5,1040,1040,1035.2,440,4.55,12,340,77.27
SRTRANSFIN, Y6, 30-Jun-2020,2100,2109,2109,2109,2109,2109,2109,1,0.02,1,1,100
SRTRANSFIN, Y9, 30-Jun-2020,1015.95,1028,1028,1014.02,1018,1018,1017,249,2.53,11,205,82.33
SRTRANSFIN, YB, 30-Jun-2020,1007.58,1009.99,1015,1009.99,1015,1015,1010.41,120,1.21,7,110,91.67
SRTRANSFIN, YG, 30-Jun-2020,1895.01,1892.35,1899,1892.35,1892.45,1895.79,1893.64,32,0.61,7,32,100
SRTRANSFIN, YH, 30-Jun-2020,966.1,970.1,970.1,960,970,969.94,965.25,162,1.56,12,159,98.15
SRTRANSFIN, YI, 30-Jun-2020,967.18,984.9,984.9,951,965,965,959.39,221,2.12,20,220,99.55
SRTRANSFIN, YJ, 30-Jun-2020,970,979.66,982.99,979.66,982.99,981.28,981.06,55,0.54,6,55,100
SRTRANSFIN, YK, 30-Jun-2020,961.12,964,964,962,962,963.09,963.09,55,0.53,3,55,100
SRTRANSFIN, YL, 30-Jun-2020,940.9,951.55,954.98,951.55,954.98,954.98,953.14,511,4.87,13,511,100
SRTRANSFIN, YM, 30-Jun-2020,1149,1145,1150.75,1143.5,1146.1,1146.58,1148.21,712,8.18,23,671,94.24
SRTRANSFIN, YN, 30-Jun-2020,1065.01,1071.02,1071.02,1065,1065,1065,1068.73,1980,21.16,14,1980,100
SRTRANSFIN, YP, 30-Jun-2020,910,985.8,985.8,985.8,985.8,985.8,985.8,21,0.21,1,21,100
SRTRANSFIN, YQ, 30-Jun-2020,1015,1015.5,1020,1015.5,1020,1019.96,1018.6,157,1.6,10,157,100
SRTRANSFIN, YR, 30-Jun-2020,995.8,1002,1002,1002,1002,1002,1002,25,0.25,1,25,100
SRTRANSFIN, YT, 30-Jun-2020,1109,1100,1125,1099.99, ,1121.28,1112.16,770,8.56,19,550,71.43
SRTRANSFIN, YV, 30-Jun-2020,967,951.05,999,951.05,999,999,982.19,201,1.97,5,201,100
SRTRANSFIN, YW, 30-Jun-2020,966,1015,1015,1015,1015,1015,1015,100,1.02,1,100,100
SRTRANSFIN, YX, 30-Jun-2020,990,990,990,982.1,986,986,983.41,120,1.18,3,120,100
SRTRANSFIN, YY, 30-Jun-2020,990,989.78,989.78,987,987,987,989.09,400,3.96,3,400,100
SRTRANSFIN, Z3, 30-Jun-2020,985,986,986,986,986,986,986,5,0.05,1,5,100
SRTRANSFIN, Z9, 30-Jun-2020,1035.8,1035,1035,1035,1035,1035,1035,1000,10.35,9,1000,100
SRTRANSFIN, ZC, 30-Jun-2020,1052.45,1000,1000,1000,1000,1000,1000,25,0.25,1,25,100
SSWL, EQ, 30-Jun-2020,419.3,429.95,457.15,421.05,433.6,435.1,442.41,233351,1032.36,9794,40734,17.46
STAR, EQ, 30-Jun-2020,422.25,424.35,424.4,407.5,409.9,409.6,414.22,505411,2093.51,13966,179113,35.44
